Number,Name,Type,Level,Country
533729,MASTERCARD,DEBIT,,🇧🇷BRAZIL
533850,MASTERCARD,DEBIT,PREPAID,🇧🇷BRAZIL
533920,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534004,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
534112,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
472279,VISA,CREDIT,,🇧🇷BRAZIL
472280,VISA,CREDIT,,🇧🇷BRAZIL
472281,VISA,CREDIT,,🇧🇷BRAZIL
472305,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
472339,VISA,CREDIT,,🇧🇷BRAZIL
472663,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
472664,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
472665,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
472666,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
472667,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
472668,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
472669,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
472951,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
472952,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
472953,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
472954,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
472955,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
472956,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
472957,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
472958,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
472959,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
473197,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
473198,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
473199,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
473200,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
473201,VISA,CREDIT,,🇧🇷BRAZIL
473202,VISA,CREDIT,,🇧🇷BRAZIL
473206,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
473207,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
473208,VISA,CREDIT,,🇧🇷BRAZIL
473267,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
473268,VISA,CREDIT,,🇧🇷BRAZIL
473269,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
473270,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
473271,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
473273,VISA,CREDIT,,🇧🇷BRAZIL
473274,VISA,CREDIT,,🇧🇷BRAZIL
473275,VISA,CREDIT,,🇧🇷BRAZIL
473660,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
473661,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
473662,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
473663,VISA,CREDIT,,🇧🇷BRAZIL
473898,VISA,DEBIT,,🇧🇷BRAZIL
474359,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
474507,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
474511,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
474512,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
474513,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
474525,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
474529,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
441120,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
441122,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
441123,VISA,CREDIT,,🇧🇷BRAZIL
441165,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
441172,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
441173,VISA,CREDIT,,🇧🇷BRAZIL
441174,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
441255,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
441256,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
441257,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
441349,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
441524,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
441536,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
441552,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
441565,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
441566,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
441568,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
441780,VISA,CREDIT,,🇧🇷BRAZIL
441781,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
441782,VISA,CREDIT,,🇧🇷BRAZIL
441783,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
442383,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
444054,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
444214,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
444215,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
444216,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
444217,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
444218,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
444434,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
444454,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
444456,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
444457,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
444458,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
444459,VISA,CREDIT,GOLD PREMIUM,🇧🇷BRAZIL
444660,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
444661,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
444662,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
444663,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
444664,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
444665,VISA,DEBIT,BUSINESS,🇧🇷BRAZIL
444666,VISA,DEBIT,BUSINESS,🇧🇷BRAZIL
444667,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
444668,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
444669,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
444670,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
445015,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
445040,VISA,DEBIT,BUSINESS,🇧🇷BRAZIL
445490,VISA,CREDIT,,🇧🇷BRAZIL
445491,VISA,CREDIT,,🇧🇷BRAZIL
445492,VISA,CREDIT,,🇧🇷BRAZIL
376432,AMERICAN EXPRESS,CREDIT,CORPORATE,🇧🇷BRAZIL
376433,AMERICAN EXPRESS,CREDIT,CORPORATE,🇧🇷BRAZIL
376434,AMERICAN EXPRESS,CREDIT,CORPORATE,🇧🇷BRAZIL
376435,AMERICAN EXPRESS,CREDIT,CORPORATE,🇧🇷BRAZIL
376436,AMERICAN EXPRESS,CREDIT,CORPORATE,🇧🇷BRAZIL
376437,AMERICAN EXPRESS,CREDIT,CORPORATE,🇧🇷BRAZIL
376438,AMERICAN EXPRESS,CREDIT,CORPORATE,🇧🇷BRAZIL
376439,AMERICAN EXPRESS,CREDIT,CORPORATE,🇧🇷BRAZIL
376440,AMERICAN EXPRESS,CREDIT,GOLD,🇧🇷BRAZIL
376441,AMERICAN EXPRESS,CREDIT,GOLD,🇧🇷BRAZIL
376442,AMERICAN EXPRESS,CREDIT,GOLD,🇧🇷BRAZIL
376443,AMERICAN EXPRESS,CREDIT,GOLD,🇧🇷BRAZIL
376444,AMERICAN EXPRESS,CREDIT,GOLD,🇧🇷BRAZIL
376445,AMERICAN EXPRESS,CREDIT,GOLD,🇧🇷BRAZIL
376446,AMERICAN EXPRESS,CREDIT,GOLD,🇧🇷BRAZIL
376447,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376448,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376449,AMERICAN EXPRESS,CREDIT,PLATINUM,🇧🇷BRAZIL
376461,AMERICAN EXPRESS,CREDIT,PLATINUM,🇧🇷BRAZIL
376462,AMERICAN EXPRESS,CREDIT,GOLD,🇧🇷BRAZIL
376463,AMERICAN EXPRESS,CREDIT,BLUE,🇧🇷BRAZIL
376464,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376465,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376466,AMERICAN EXPRESS,CREDIT,BLUE,🇧🇷BRAZIL
376467,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376468,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376470,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376471,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376472,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376473,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376474,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376475,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376476,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376477,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376478,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376479,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376480,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376481,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376482,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376483,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376484,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376485,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376486,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376487,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376488,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376489,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376490,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376491,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376492,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376493,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
534113,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
534114,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
534246,MASTERCARD,CREDIT,,🇧🇷BRAZIL
534249,MASTERCARD,CREDIT,,🇧🇷BRAZIL
534278,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534300,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534302,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534342,MASTERCARD,CREDIT,,🇧🇷BRAZIL
534350,MASTERCARD,CREDIT,,🇧🇷BRAZIL
534352,MASTERCARD,CREDIT,,🇧🇷BRAZIL
534361,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
534436,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534447,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534448,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534503,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534513,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534516,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534520,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534540,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534543,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534562,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534571,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534575,MASTERCARD,CREDIT,,🇧🇷BRAZIL
534593,MASTERCARD,CREDIT,,🇧🇷BRAZIL
534627,MASTERCARD,DEBIT,,🇧🇷BRAZIL
534696,MASTERCARD,CREDIT,,🇧🇷BRAZIL
534802,MASTERCARD,DEBIT,PREPAID,🇧🇷BRAZIL
534806,MASTERCARD,DEBIT,PREPAID,🇧🇷BRAZIL
534915,MASTERCARD,CREDIT,,🇧🇷BRAZIL
534916,MASTERCARD,CREDIT,,🇧🇷BRAZIL
535016,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535081,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535084,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535085,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535088,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535091,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535094,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535097,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535106,MASTERCARD,CREDIT,,🇧🇷BRAZIL
535822,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535841,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535850,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535858,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535863,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535867,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535871,MASTERCARD,DEBIT,,🇧🇷BRAZIL
535890,MASTERCARD,CREDIT,,🇧🇷BRAZIL
535895,MASTERCARD,CREDIT,,🇧🇷BRAZIL
535898,MASTERCARD,CREDIT,,🇧🇷BRAZIL
535901,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539088,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539089,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539090,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539091,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539092,MASTERCARD,DEBIT,,🇧🇷BRAZIL
539093,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539098,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539099,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539153,MASTERCARD,DEBIT,,🇧🇷BRAZIL
539181,MASTERCARD,DEBIT,,🇧🇷BRAZIL
539182,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539268,MASTERCARD,DEBIT,,🇧🇷BRAZIL
539614,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
540064,MASTERCARD,CREDIT,,🇧🇷BRAZIL
540084,MASTERCARD,CREDIT,,🇧🇷BRAZIL
540099,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
540101,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
540105,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
540106,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
540216,MASTERCARD,DEBIT,,🇧🇷BRAZIL
540500,MASTERCARD,CREDIT,CORPORATE PURCHASING,🇧🇷BRAZIL
540508,MASTERCARD,CREDIT,CORPORATE PURCHASING,🇧🇷BRAZIL
540530,MASTERCARD,CREDIT,,🇧🇷BRAZIL
540535,MASTERCARD,CREDIT,CORPORATE PURCHASING,🇧🇷BRAZIL
540577,MASTERCARD,CREDIT,CORPORATE PURCHASING,🇧🇷BRAZIL
540593,MASTERCARD,CREDIT,CORPORATE PURCHASING,🇧🇷BRAZIL
540631,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
540645,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
540646,MASTERCARD,CREDIT,,🇧🇷BRAZIL
540747,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
540755,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
540760,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
540905,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
540922,MASTERCARD,CREDIT,,🇧🇷BRAZIL
541006,MASTERCARD,CREDIT,,🇧🇷BRAZIL
541100,MASTERCARD,CREDIT,,🇧🇷BRAZIL
541143,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
541187,MASTERCARD,CREDIT,,🇧🇷BRAZIL
541425,MASTERCARD,CREDIT,,🇧🇷BRAZIL
541426,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
541465,MASTERCARD,CREDIT,,🇧🇷BRAZIL
541555,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
541759,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
541839,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
541886,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
542244,MASTERCARD,DEBIT,,🇧🇷BRAZIL
542292,MASTERCARD,CREDIT,,🇧🇷BRAZIL
542353,MASTERCARD,CREDIT,,🇧🇷BRAZIL
542402,MASTERCARD,DEBIT,,🇧🇷BRAZIL
542421,MASTERCARD,CREDIT,,🇧🇷BRAZIL
526811,MASTERCARD,CREDIT,,🇧🇷BRAZIL
526831,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
526860,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
526862,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
526863,MASTERCARD,CREDIT,,🇧🇷BRAZIL
526892,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
526895,MASTERCARD,CREDIT,,🇧🇷BRAZIL
526944,MASTERCARD,DEBIT,,🇧🇷BRAZIL
526957,MASTERCARD,DEBIT,,🇧🇷BRAZIL
526959,MASTERCARD,DEBIT,,🇧🇷BRAZIL
526960,MASTERCARD,DEBIT,,🇧🇷BRAZIL
526962,MASTERCARD,CREDIT,,🇧🇷BRAZIL
526963,MASTERCARD,DEBIT,,🇧🇷BRAZIL
526964,MASTERCARD,DEBIT,,🇧🇷BRAZIL
526965,MASTERCARD,DEBIT,,🇧🇷BRAZIL
526966,MASTERCARD,DEBIT,,🇧🇷BRAZIL
526967,MASTERCARD,DEBIT,,🇧🇷BRAZIL
526968,MASTERCARD,DEBIT,,🇧🇷BRAZIL
527010,MASTERCARD,DEBIT,,🇧🇷BRAZIL
527018,MASTERCARD,DEBIT,,🇧🇷BRAZIL
527036,MASTERCARD,DEBIT,,🇧🇷BRAZIL
527057,MASTERCARD,DEBIT,,🇧🇷BRAZIL
527308,MASTERCARD,DEBIT,,🇧🇷BRAZIL
527405,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
527407,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
527425,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
527430,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
527437,MASTERCARD,CREDIT,,🇧🇷BRAZIL
527453,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
527454,MASTERCARD,CREDIT,,🇧🇷BRAZIL
527462,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
527467,MASTERCARD,CREDIT,,🇧🇷BRAZIL
527468,MASTERCARD,CREDIT,,🇧🇷BRAZIL
527469,MASTERCARD,CREDIT,,🇧🇷BRAZIL
527495,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
527496,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
527497,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
527531,MASTERCARD,CREDIT,,🇧🇷BRAZIL
527532,MASTERCARD,CREDIT,,🇧🇷BRAZIL
527533,MASTERCARD,CREDIT,,🇧🇷BRAZIL
527538,MASTERCARD,CREDIT,,🇧🇷BRAZIL
527539,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
527540,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
527541,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
527543,MASTERCARD,CREDIT,,🇧🇷BRAZIL
527544,MASTERCARD,CREDIT,,🇧🇷BRAZIL
527545,MASTERCARD,CREDIT,,🇧🇷BRAZIL
527547,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
527548,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
527616,MASTERCARD,CREDIT,BLACK,🇧🇷BRAZIL
412122,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
412177,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
412187,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
412759,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
412791,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
412793,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
412794,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
413097,VISA,,,🇧🇷BRAZIL
413156,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
413408,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
413409,VISA,CREDIT,,🇧🇷BRAZIL
413410,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
413411,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
413438,VISA,,,🇧🇷BRAZIL
413894,VISA,CREDIT,,🇧🇷BRAZIL
413898,VISA,CREDIT,,🇧🇷BRAZIL
414451,VISA,DEBIT,PREPAID,🇧🇷BRAZIL
414504,VISA,CREDIT,,🇧🇷BRAZIL
414505,VISA,,,🇧🇷BRAZIL
414506,VISA,CREDIT,,🇧🇷BRAZIL
415221,VISA,CREDIT,,🇧🇷BRAZIL
415274,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
415275,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
415328,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
415446,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
415554,VISA,CREDIT,,🇧🇷BRAZIL
415646,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
415703,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
415809,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
416023,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
416069,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
416094,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
416214,VISA,CREDIT,,🇧🇷BRAZIL
416553,VISA,CREDIT,,🇧🇷BRAZIL
416812,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
416827,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
416914,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
417200,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
417400,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
417402,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
417403,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
417872,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
417873,VISA,,,🇧🇷BRAZIL
417874,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
417875,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
417876,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
417877,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
417953,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
417954,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
417955,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
376859,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376860,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376861,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376863,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376864,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376865,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376866,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376867,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376868,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376869,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376870,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376871,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376872,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376873,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376874,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376875,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376876,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376877,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376878,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376879,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376880,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376881,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376882,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376883,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376884,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376885,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376886,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376887,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376888,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376889,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376890,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376891,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376892,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376893,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376894,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376895,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376896,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376897,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376898,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
376899,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
377169,AMERICAN EXPRESS,CREDIT,PLATINUM,🇧🇷BRAZIL
377174,AMERICAN EXPRESS,CREDIT,PLATINUM,🇧🇷BRAZIL
400102,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400130,VISA,CREDIT,,🇧🇷BRAZIL
400136,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400160,VISA,CREDIT,,🇧🇷BRAZIL
400162,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400163,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400168,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400170,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
404002,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
404024,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
404025,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
404113,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
404848,VISA,CREDIT,CORPORATE T,🇧🇷BRAZIL
404869,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
404948,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
405693,VISA,CREDIT,,🇧🇷BRAZIL
405694,VISA,,,🇧🇷BRAZIL
405695,VISA,CREDIT,,🇧🇷BRAZIL
405696,VISA,CREDIT,,🇧🇷BRAZIL
405773,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
405774,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
405775,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
